2020B-04 ,1 ,2 ,3 ,2 ,2 ,1 ,2 ,0 ,2 ,3 ,1 ,0 ,0 ,15 ,9 ,3 ,0 ,4 ,17
2020B-04 ,2 ,2 ,0 ,0 ,1 ,8 ,0 ,2 ,0 ,3 ,1 ,2 ,1 ,1 ,1 ,2 ,4 ,0 ,4
2020B-04 ,3 ,4 ,0 ,0 ,2 ,7 ,2 ,2 ,1 ,1 ,8 ,2 ,4 ,3 ,4 ,2 ,2 ,4 ,37
2020B-04 ,4 ,0 ,2 ,1 ,4 ,0 ,3 ,1 ,2 ,3 ,1 ,2 ,0 ,1 ,12 ,4 ,0 ,1 ,33
2020B-04 ,5 ,1 ,1 ,0 ,4 ,9 ,4 ,3 ,0 ,2 ,2 ,3 ,3 ,2 ,0 ,2 ,1 ,4 ,17
2020B-04 ,6 ,3 ,1 ,3 ,3 ,9 ,2 ,2 ,2 ,4 ,8 ,0 ,2 ,0 ,6 ,2 ,2 ,4 ,31
2020B-04 ,7 ,0 ,0 ,1 ,0 ,0 ,3 ,2 ,3 ,4 ,3 ,0 ,0 ,15 ,12 ,1 ,1 ,1 ,22
2020B-04 ,8 ,2 ,0 ,1 ,2 ,2 ,3 ,2 ,1 ,3 ,7 ,2 ,4 ,13 ,15 ,2 ,0 ,1 ,17
2020B-04 ,9 ,1 ,0 ,2 ,1 ,6 ,0 ,4 ,1 ,0 ,2 ,4 ,3 ,14 ,13 ,3 ,0 ,0 ,39
2020B-04 ,10 ,1 ,3 ,0 ,1 ,0 ,1 ,3 ,4 ,0 ,6 ,2 ,3 ,7 ,4 ,1 ,4 ,3 ,26
2020B-04 ,11 ,2 ,3 ,2 ,2 ,1 ,2 ,0 ,2 ,3 ,1 ,0 ,0 ,15 ,9 ,3 ,0 ,4 ,17
2020B-04 ,12 ,2 ,0 ,3 ,4 ,5 ,1 ,4 ,2 ,4 ,0 ,2 ,4 ,2 ,9 ,0 ,1 ,0 ,44
2020B-04 ,13 ,0 ,2 ,4 ,0 ,3 ,0 ,1 ,0 ,2 ,8 ,3 ,2 ,15 ,12 ,2 ,1 ,0 ,37
2020B-04 ,14 ,0 ,4 ,0 ,2 ,0 ,2 ,2 ,3 ,0 ,3 ,1 ,3 ,8 ,0 ,0 ,3 ,1 ,36
2020B-04 ,15 ,2 ,0 ,1 ,2 ,0 ,0 ,1 ,3 ,2 ,5 ,0 ,1 ,9 ,5 ,3 ,0 ,1 ,20
2020B-04 ,16 ,1 ,1 ,1 ,1 ,10 ,2 ,2 ,0 ,1 ,7 ,4 ,4 ,15 ,2 ,1 ,2 ,4 ,39
2020B-04 ,17 ,4 ,1 ,3 ,4 ,8 ,3 ,3 ,4 ,4 ,5 ,1 ,3 ,6 ,6 ,3 ,4 ,4 ,10
2020B-04 ,18 ,3 ,0 ,3 ,4 ,9 ,3 ,4 ,1 ,2 ,3 ,4 ,0 ,11 ,4 ,2 ,1 ,0 ,29
2020B-04 ,19 ,4 ,3 ,2 ,2 ,9 ,2 ,0 ,2 ,2 ,6 ,0 ,2 ,7 ,10 ,0 ,1 ,1 ,43
2020B-04 ,20 ,3 ,4 ,3 ,2 ,3 ,0 ,1 ,0 ,0 ,7 ,4 ,3 ,9 ,10 ,3 ,4 ,1 ,36
2020B-04 ,21 ,1 ,4 ,3 ,3 ,10 ,0 ,1 ,4 ,2 ,2 ,1 ,0 ,6 ,4 ,2 ,0 ,2 ,20
2020B-04 ,22 ,3 ,1 ,2 ,1 ,4 ,4 ,0 ,4 ,1 ,0 ,0 ,2 ,15 ,12 ,0 ,2 ,1 ,1
2020B-04 ,23 ,1 ,3 ,3 ,3 ,2 ,3 ,0 ,1 ,1 ,0 ,4 ,4 ,8 ,15 ,1 ,1 ,4 ,4
2020B-04 ,24 ,4 ,4 ,4 ,1 ,8 ,2 ,1 ,4 ,3 ,1 ,0 ,4 ,12 ,4 ,1 ,0 ,1 ,19
2020B-04 ,25 ,1 ,3 ,2 ,3 ,3 ,1 ,4 ,1 ,4 ,3 ,0 ,3 ,10 ,1 ,3 ,3 ,3 ,34
2020B-04 ,26 ,2 ,1 ,3 ,4 ,10 ,1 ,2 ,0 ,4 ,1 ,0 ,4 ,9 ,5 ,1 ,1 ,4 ,47
2020B-04 ,27 ,4 ,4 ,3 ,0 ,5 ,2 ,1 ,2 ,3 ,3 ,2 ,4 ,2 ,8 ,2 ,1 ,1 ,20
2020B-04 ,28 ,4 ,3 ,1 ,1 ,10 ,2 ,3 ,3 ,1 ,1 ,3 ,0 ,7 ,2 ,4 ,4 ,3 ,29
2020B-04 ,29 ,4 ,4 ,4 ,4 ,4 ,3 ,2 ,1 ,3 ,7 ,2 ,3 ,12 ,3 ,2 ,0 ,3 ,33
2020B-04 ,30 ,1 ,3 ,2 ,4 ,0 ,0 ,1 ,2 ,4 ,1 ,3 ,0 ,8 ,11 ,4 ,0 ,1 ,46
2020B-04 ,31 ,1 ,3 ,4 ,1 ,5 ,2 ,1 ,2 ,1 ,8 ,1 ,2 ,1 ,13 ,0 ,2 ,3 ,24
2020B-04 ,32 ,0 ,0 ,4 ,1 ,1 ,2 ,4 ,2 ,1 ,1 ,1 ,3 ,7 ,14 ,0 ,3 ,0 ,14
2020B-04 ,33 ,4 ,1 ,2 ,1 ,7 ,1 ,1 ,4 ,1 ,2 ,0 ,1 ,0 ,11 ,2 ,4 ,1 ,7
2020B-04 ,34 ,0 ,3 ,1 ,1 ,8 ,3 ,0 ,0 ,3 ,5 ,1 ,3 ,0 ,14 ,1 ,3 ,1 ,16
2020B-04 ,35 ,1 ,0 ,3 ,4 ,6 ,2 ,3 ,2 ,0 ,8 ,2 ,3 ,3 ,2 ,3 ,2 ,0 ,9
2020B-04 ,36 ,4 ,4 ,3 ,4 ,4 ,2 ,4 ,1 ,4 ,4 ,3 ,4 ,15 ,11 ,1 ,1 ,0 ,1
2020B-04 ,37 ,1 ,1 ,3 ,3 ,4 ,2 ,2 ,3 ,4 ,5 ,3 ,4 ,14 ,7 ,0 ,3 ,0 ,41
2020B-04 ,38 ,3 ,1 ,2 ,1 ,2 ,1 ,0 ,2 ,3 ,5 ,0 ,4 ,3 ,9 ,0 ,1 ,3 ,16
2020B-04 ,39 ,2 ,3 ,0 ,2 ,7 ,4 ,0 ,1 ,3 ,5 ,1 ,3 ,6 ,14 ,3 ,1 ,0 ,1
2020B-04 ,40 ,2 ,0 ,4 ,0 ,4 ,3 ,3 ,3 ,4 ,2 ,0 ,1 ,2 ,15 ,1 ,1 ,3 ,37
2020B-04 ,41 ,1 ,3 ,2 ,4 ,1 ,4 ,1 ,2 ,0 ,8 ,1 ,3 ,13 ,2 ,0 ,1 ,4 ,5
2020B-04 ,42 ,1 ,2 ,2 ,1 ,3 ,0 ,0 ,1 ,4 ,7 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,28
2020B-04 ,43 ,2 ,3 ,2 ,3 ,0 ,0 ,4 ,2 ,4 ,0 ,0 ,2 ,14 ,1 ,3 ,3 ,4 ,30
2020B-04 ,44 ,4 ,3 ,2 ,1 ,1 ,2 ,2 ,4 ,0 ,4 ,4 ,1 ,9 ,8 ,2 ,0 ,3 ,34
